id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,cohort,source,site
G2:L26H23:conditional,restore,89,-0.14526940195747975,0.18687249569410688,-0.12890625,-1.1998291015625,0.528076171875,0.8089887640449438,0.6292134831460674,True,coherent,-0.1931444757440117,-0.10137815750047068,0.09244574321789688,11.170458413241954,-0.013004784278617518,0.016729169813888747,G2,,conditional,855,,,
G2:L6H24:change,noise,89,-0.0006194757611564036,0.02939030829440342,-0.005523681640625,-0.126708984375,0.17148971557617188,0.550561797752809,0.02247191011235955,False,below_rule,-0.008880627021360932,0.008017359422833716,0.048379673047012156,11.170458413241954,-5.5456610484494505e-05,0.0026310745008962973,G2,,change,216,,,
G2:L6H24:change,restore,89,0.005729061833928141,0.033414270100968604,0.00597381591796875,-0.0987548828125,0.1199951171875,0.5842696629213483,0.033707865168539325,False,below_rule,-0.0031744617424654155,0.01474385154381227,0.04839187257745293,11.170458413241954,0.0005128761615670721,0.002991306969224992,G2,,change,216,,,
G2:L6H24:conditional,noise,89,-0.06489704432112448,0.29922735021355445,-0.08831787109375,-1.78900146484375,0.9593658447265625,0.550561797752809,0.8426966292134831,True,heterogeneous,-0.1494896308759625,0.015487821852223242,0.4122285092814585,11.170458413241954,-0.00580970287165589,0.02678738321596875,G2,,conditional,216,,,
G2:L6H24:conditional,restore,89,-0.03636326682701539,0.2352190205220426,-0.047882080078125,-0.93310546875,0.9259033203125,0.5842696629213483,0.6853932584269663,True,heterogeneous,-0.10265038723356269,0.029911805203791362,0.4344728609149376,11.170458413241954,-0.003255306584724291,0.021057239713922895,G2,,conditional,216,,,
G2:L8H15:change,noise,89,-0.013123753365505947,0.031232721350166234,-0.01123046875,-0.1433258056640625,0.16796875,0.7078651685393258,0.02247191011235955,False,below_rule,-0.02165394432089302,-0.004337381245045182,0.05862059218160222,11.170458413241954,-0.0011748625597986623,0.0027960107092061316,G2,,change,271,,,
G2:L8H15:change,restore,89,-0.007801355940572331,0.030605878722801638,-0.011016845703125,-0.14366912841796875,0.1154022216796875,0.6179775280898876,0.0449438202247191,False,below_rule,-0.016395544603969272,0.0006240847405422854,0.06084641445888562,11.170458413241954,-0.0006983917447223347,0.002739894603297576,G2,,change,271,,,
G2:L8H15:conditional,noise,89,0.13010552224148525,0.2707266218206856,0.12702560424804688,-1.063720703125,1.08642578125,0.651685393258427,0.7640449438202247,True,heterogeneous,0.058969246537497876,0.20089965576536192,0.6458804527025545,11.170458413241954,0.011647285852409818,0.02423594554541775,G2,,conditional,271,,,
G2:L8H15:conditional,restore,89,0.13776109191808808,0.2712387315342935,0.15380859375,-0.7220458984375,1.07177734375,0.6404494382022472,0.7752808988764045,True,heterogeneous,0.07088466554545285,0.20464967254842265,0.6780472176798275,11.170458413241954,0.012332626542414769,0.024281790549683723,G2,,conditional,271,,,
G2group:negative:change,noise,89,-0.04006357139415955,0.05953241466136461,-0.02227783203125,-0.6611328125,0.13946533203125,0.7528089887640449,0.15730337078651685,False,below_rule,-0.06197363874885473,-0.0216455724132195,0.08964320514978988,11.170458413241954,-0.003586564661184041,0.00532945134917581,G2group,,change,,negative,,
G2group:negative:change,restore,89,-0.024687839358040455,0.05206459291865317,-0.03246879577636719,-0.184844970703125,0.19720458984375,0.7528089887640449,0.15730337078651685,False,below_rule,-0.03773349898584773,-0.011272549361325384,0.09515797154287274,11.170458413241954,-0.002210100825295979,0.0046609181998236975,G2group,,change,,negative,,
G2group:negative:intact,noise,89,-0.9998382236180681,1.007107064965066,-0.8762741088867188,-4.418212890625,0.31208038330078125,0.9775280898876404,0.9550561797752809,True,coherent,-1.1495845489287646,-0.8615610101249781,0.5140758793005783,11.170458413241954,-0.08950735830436607,0.09015807836240604,G2group,,intact,,negative,,
G2group:negative:intact,restore,89,-0.9316350422548444,0.9564235451516141,-0.8211669921875,-2.5645904541015625,0.86248779296875,0.9550561797752809,0.9662921348314607,True,coherent,-1.06478981275237,-0.8029812193988415,0.4475327609630113,11.170458413241954,-0.08340168395868544,0.08562079636927232,G2group,,intact,,negative,,
G2group:negative:weakened,noise,89,-1.0399017950122276,1.0471310320864902,-0.9674072265625,-5.079345703125,0.2227935791015625,0.9775280898876404,0.9550561797752809,True,coherent,-1.2025155082847296,-0.8930756565560121,0.5571753630477391,11.170458413241954,-0.09309392296555011,0.09374109757619033,G2group,,weakened,,negative,,
