id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2group:negative:intact,restore,69,-0.9135346758192864,0.9455082520194675,-0.7894287109375,-2.5645904541015625,0.86248779296875,0.9420289855072463,0.9565217391304348,True,coherent,-1.074445491251738,-0.759631950267847,0.4515174368153448
G2group:negative:weakened,noise,69,-1.0323093490324158,1.0416340171426968,-0.92901611328125,-5.079345703125,0.2227935791015625,0.9710144927536232,0.9565217391304348,True,coherent,-1.2324133932590484,-0.8568427304426829,0.5945153651030167
G2group:negative:weakened,restore,69,-0.9457835149073947,0.9734200567438982,-0.8211641311645508,-2.5640869140625,0.81890869140625,0.9420289855072463,0.9565217391304348,True,coherent,-1.107050738386486,-0.7918229270672452,0.5091121300407078
G2group:positive:change,noise,69,-0.1326628793840823,0.17906195443609488,-0.10540771484375,-0.72393798828125,0.28607177734375,0.7681159420289855,0.6086956521739131,True,coherent,-0.18067357021829358,-0.08571831838808204,0.3423313109771065
G2group:positive:change,restore,69,-0.15559465643288434,0.2055614962094072,-0.086151123046875,-1.45611572265625,0.36285400390625,0.7101449275362319,0.5797101449275363,True,coherent,-0.22334216254344885,-0.09584549026212834,0.3437088330586751
G2group:positive:intact,noise,69,4.073305648306142,4.078206262726715,3.8734846115112305,-0.16907119750976562,9.6478271484375,0.9855072463768116,1.0,True,coherent,3.6820516392804574,4.485008745262588,1.7098495787468508
G2group:positive:intact,restore,69,3.9930030988610308,3.9930030988610308,3.852325439453125,1.2616653442382812,7.952239990234375,1.0,1.0,True,coherent,3.6727679176606993,4.326172383626302,1.745493515678074
G2group:positive:weakened,noise,69,3.9406427689220593,3.9524119392685266,3.773540496826172,-0.406036376953125,9.179183959960938,0.9855072463768116,1.0,True,coherent,3.555084181976491,4.345037103627902,1.7858338615168696
G2group:positive:weakened,restore,69,3.8374084424281465,3.8374084424281465,3.916015625,1.2649688720703125,7.5240478515625,1.0,1.0,True,coherent,3.5430095029913864,4.141784148717271,1.8605747153793557
G2group:reference1:change,noise,69,-0.015307979307312897,0.027826530345972034,-0.0196533203125,-0.119354248046875,0.06441497802734375,0.6666666666666666,0.014492753623188406,False,below_rule,-0.02309615059175353,-0.007710418666618466,0.05827027472896852
G2group:reference1:change,restore,69,-0.020216426987578903,0.030760277872500214,-0.01080322265625,-0.21697998046875,0.062255859375,0.7246376811594203,0.028985507246376812,False,below_rule,-0.030600866200267404,-0.01078474020612415,0.051032916359279465
G2group:reference1:intact,noise,69,-0.05038950408714405,0.22600822863371475,-0.0289306640625,-0.955322265625,0.5322265625,0.5507246376811594,0.6811594202898551,True,heterogeneous,-0.11784376441568567,0.014778962342635383,0.3819096744924352
G2group:reference1:intact,restore,69,-0.0879466706427975,0.18854562787042148,-0.05590057373046875,-0.76788330078125,0.587432861328125,0.6086956521739131,0.5507246376811594,True,heterogeneous,-0.14445514333420906,-0.03228572002355609,0.3651883498482082
G2group:reference1:weakened,noise,69,-0.06569748339445694,0.222624647444573,-0.03497314453125,-0.970703125,0.519287109375,0.5797101449275363,0.6811594202898551,True,heterogeneous,-0.1319223148235376,-0.002078030420386291,0.40195311670717987
G2group:reference1:weakened,restore,69,-0.1081630976303764,0.19415757621543994,-0.07712554931640625,-0.774993896484375,0.590423583984375,0.6231884057971014,0.5652173913043478,True,heterogeneous,-0.1641151884327764,-0.052662229019662665,0.37557577741318854
G2group:reference2:change,noise,69,0.010810492695241735,0.031234575354534645,0.007340431213378906,-0.109161376953125,0.1868896484375,0.5797101449275363,0.028985507246376812,False,below_rule,0.0015015125274658204,0.02084798467332038,0.04124660768370698
G2group:reference2:change,restore,69,0.003938806229743404,0.02826263593590778,-0.0015869140625,-0.10888671875,0.14599609375,0.463768115942029,0.043478260869565216,False,below_rule,-0.004992316252943398,0.013478547421054553,0.0436429424562316
G2group:reference2:intact,noise,69,-0.07251435431881227,0.2420390170553456,-0.0599365234375,-0.787353515625,0.4918975830078125,0.5942028985507246,0.7681159420289855,True,heterogeneous,-0.1422175193178481,-0.004925948295040498,0.30912672955056897
G2group:reference2:intact,restore,69,-0.053195835887521935,0.24991595917853757,-0.0767822265625,-0.905792236328125,0.7333984375,0.6086956521739131,0.7971014492753623,True,heterogeneous,-0.1252138098080953,0.01999409008717188,0.35647946509762085
G2group:reference2:weakened,noise,69,-0.06170386162357054,0.24955547719761945,-0.05615234375,-0.7664794921875,0.5047607421875,0.5942028985507246,0.782608695652174,True,heterogeneous,-0.13331628260405168,0.007487963593524327,0.3076395781143852
G2group:reference2:weakened,restore,69,-0.049257029657778534,0.2467553166375644,-0.06109619140625,-0.8526611328125,0.856903076171875,0.6086956521739131,0.782608695652174,True,heterogeneous,-0.12110120783681455,0.024374708922012926,0.3324689312257629
G2group:reference3:change,noise,69,0.005680892778479535,0.03592008093129034,0.00634765625,-0.11869621276855469,0.17572021484375,0.5362318840579711,0.07246376811594203,False,below_rule,-0.0059516740881878395,0.01740669962288676,0.07043466706206833
G2group:reference3:change,restore,69,-0.001674966535706451,0.032530262850332954,0.0007114410400390625,-0.11236572265625,0.078125,0.4927536231884058,0.014492753623188406,False,below_rule,-0.011911813245303389,0.007950178954912263,0.06332117578257686
G2group:reference3:intact,noise,69,-0.181255250737287,0.2908189400382664,-0.22882080078125,-0.8131103515625,0.84796142578125,0.7536231884057971,0.7681159420289855,True,coherent,-0.2513097669767297,-0.10617752075195316,0.5237685355587282
G2group:reference3:intact,restore,69,-0.12854272040767947,0.25217672707378,-0.136810302734375,-0.6849365234375,0.746612548828125,0.7391304347826086,0.7536231884057971,True,coherent,-0.19511385655057603,-0.05860978140347248,0.477522863857988
