layer,head,ri_first,ri_last,first_order_mean,final_estimate_mean,exact_subset_mean,exact_subset_mean_abs,exact_all_pairs_mean
6,27,0.0,0.0,-0.0028205730800590152,-0.0028205730800590152,-0.00487213134765625,0.03491058349609375,
6,28,0.0,0.0,-0.0007587290160342256,-0.0007587290160342256,-0.0004444122314453125,0.009486770629882813,
6,29,0.0,0.0,8.76851995956948e-05,8.76851995956948e-05,-0.00264739990234375,0.01207122802734375,
6,30,0.006348478695652174,0.02872564420289855,-0.016653149201681188,-0.016653149201681188,-0.03530559539794922,0.08854541778564454,
6,31,0.0,0.0,0.0009885130272236434,0.0009885130272236434,0.0030206680297851563,0.006974220275878906,
7,0,0.03648776935483871,0.004600457838709678,0.010063912119099011,0.010063912119099011,0.007456207275390625,0.089093017578125,
7,1,0.06234268840579709,0.029581925362318844,-0.19414171450928355,-0.19414171450928355,-0.25744152069091797,0.3729825973510742,-0.23759243461523163
7,2,0.0,0.0,0.0031772636157052403,0.0031772636157052403,0.008084297180175781,0.04060840606689453,
7,3,0.0,0.0,0.00024605581531656926,0.00024605581531656926,-9.765625e-05,0.01864013671875,
7,4,0.0,0.247874,-0.0011108157586625495,-0.0011108157586625495,0.0011246681213378906,0.015253353118896484,
7,5,0.0,0.0,0.0007551789636595509,0.0007551789636595509,0.0004962921142578125,0.008788681030273438,
7,6,0.0,0.0,0.018149203442957965,0.018149203442957965,0.02311229705810547,0.046237754821777347,
7,7,0.0,0.0,0.0004263744351723535,0.0004263744351723535,-0.0034379959106445312,0.007752799987792968,
7,8,0.03338703754993342,0.019473820639147803,-0.034044036678342,-0.034044036678342,-0.06267547607421875,0.12196464538574218,
7,9,0.0,0.0,0.0006457024784967973,0.0006457024784967973,0.000264739990234375,0.0062530517578125,
7,10,0.0,0.0,-0.0006996237010998505,-0.0006996237010998505,-0.0007818222045898437,0.007013130187988281,
7,11,0.0210275125,0.004417425,1.0806991289673227e-05,1.0806991289673227e-05,0.009809398651123047,0.05157880783081055,
7,12,0.0,0.0390069,-0.009985686999253845,-0.009985686999253845,-0.00800914764404297,0.045282936096191405,
7,13,0.0,0.0,0.0009919691249941412,0.0009919691249941412,-0.002886199951171875,0.017615509033203126,
7,14,0.0,0.0,-0.00018618645370817544,-0.00018618645370817544,-0.0010778427124023438,0.006965065002441406,
7,15,0.00900224,0.014047857142857141,0.013197682617399632,0.013197682617399632,0.01729307174682617,0.05400075912475586,
7,16,0.0,0.0,-0.0042759747019762255,-0.0042759747019762255,0.006006431579589844,0.021175193786621093,
7,17,0.0,0.0,4.6703476573895205e-05,4.6703476573895205e-05,0.0026632308959960937,0.009230613708496094,
7,18,0.016438053505201267,0.025072375350520124,0.002413436982341194,0.002413436982341194,0.013592815399169922,0.11273717880249023,
7,19,0.0,0.0,0.0002589904306864554,0.0002589904306864554,-0.0010555267333984375,0.010327529907226563,
7,20,0.0,0.0289684,0.0013234220226713863,0.0013234220226713863,0.001642894744873047,0.017232990264892577,
