head,groups,stage2_P,stage3_F,F_family_sd,F_positive_family_fraction,F_promotion,F_suppression,P_common40,F_common40,routing_importance,value_importance,AV_interaction_importance,position_comparisons,contextual_RI_status,reverse_P_recovery,reverse_F_recovery
L26H31,RI-selected_small-effect,0.029452800750732422,0.02733502227268862,0.08528607792335112,0.3707865168539326,0.022150961200842697,0.005184065090136581,0.008524322509765625,0.004895973205566406,0.0012191761745495742,-0.018323426835992362,0.044609905628675825,1724,completed; eligibility varies by metric (see support table),,
L27H6,strong-positive_outside-RI,3.070929406733995,3.058940667784616,1.5513325761583336,0.9887640449438202,1.958964144245962,1.0999765275569444,3.221560478210449,3.2055906295776366,0.2691686930281393,2.5849878279010903,0.2047054526511203,1724,insufficient matched support: see contextual_ri.csv,3.0620600453923257,3.047792777586519
L27H23,RI-selected_small-effect,-0.0011554889464646242,-0.0011011348681503467,0.006821482895624735,0.4943820224719101,-0.0013996938641151686,0.0002985643536857005,-0.0015672683715820313,-0.0016028404235839844,-0.00042589059036769224,-0.00019168853759765625,-0.00037719426530130796,1724,completed; eligibility varies by metric (see support table),,
L28H1,random-controls,-0.0002968498830045207,-0.0002890758300095462,0.0033703514812059025,0.42696629213483145,-0.0003984429863061798,0.00010937117458729261,-0.000409698486328125,7.171630859375e-05,0.0013452272736624385,0.0009343061554297973,-0.0026236009062006235,1724,insufficient support: zero saved scored events,,
L28H15,random-controls,-0.0009634735878933682,-0.0009258034523953213,0.015437744105838487,0.3595505617977528,-0.0018962045733848314,0.0009704051392801692,-0.002044391632080078,-0.0018897056579589844,-0.0023545683099982445,-0.0026306248782725816,0.003964177678140362,1724,insufficient support: zero saved scored events,,
L29H5,random-controls,0.001097588056928656,0.0008977664990371532,0.004316805648369316,0.5842696629213483,0.0007029329792837079,0.00019483485918366506,0.0012933731079101563,0.0017353057861328124,0.0008180570066644904,0.0002572884720362974,-0.00021237201904982664,1724,insufficient support: zero saved scored events,,
L30H3,RI-selected_small-effect,0.0024081401610642336,0.0021694376227561008,0.05562733669479216,0.21348314606741572,0.0003332931004213483,0.0018361518892009608,-0.005191898345947266,-0.005434346199035644,-0.02779173047355052,-0.031248017643274884,0.06122388732567262,1724,completed; eligibility varies by metric (see support table),,
L30H13,strong-positive_outside-RI,0.6320201734478554,0.6321045682671365,0.4002173292025216,1.0,0.5733311685283532,0.058773403757073905,0.6981149673461914,0.6977079391479493,-0.033254269803507944,0.5999773325545065,0.0654067886009645,1724,insufficient matched support: see contextual_ri.csv,,
L30H18,strong-negative,-1.057036999906047,-1.0568862925754505,0.7131688512571518,0.033707865168539325,-1.027698302536868,-0.029187986020291788,-1.1451318740844727,-1.1446399688720703,-0.17701265785131562,-0.8165554732419131,-0.06332352456082119,1724,insufficient matched support: see contextual_ri.csv,-1.1945520090253166,-1.1940610757034815
L31H1,RI-selected_small-effect,-1.7192926299705932e-05,-1.7192926299705932e-05,0.025525261874744756,0.47191011235955055,-0.0011630969101123596,0.0011459080021033127,-0.006552219390869141,-0.006552219390869141,-0.005453538358881233,-0.011826737543170372,0.0172563965400953,1724,completed; eligibility varies by metric (see support table),,
