group,mode,direction,population,query_first,full_gap,normalized_mean,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,ma_ci_low,ma_ci_high
O2,donor,noise,core20,True,13.876406478881837,0.12889698150440093,20,1.7886269092559814,1.7886269092559814,1.5515670776367188,0.229248046875,4.617180824279785,1.0,1.0,True,coherent,1.3760760879516603,2.256988161802292,1.3760760879516603,2.256988161802292
O2,donor,noise,core20,False,8.523720169067383,0.2222945942524087,20,1.8947769165039063,1.8947769165039063,1.5538330078125,0.6298828125,4.03692626953125,1.0,1.0,True,coherent,1.4742826843261718,2.3419284057617187,1.4742826843261718,2.3419284057617187
O3,donor,noise,core20,True,13.876406478881837,0.6709178292479249,20,9.309928512573242,9.309928512573242,9.336738586425781,6.0382080078125,13.03826904296875,1.0,1.0,True,coherent,8.486569814682007,10.115161590576172,8.486569814682007,10.115161590576172
O3,donor,noise,core20,False,8.523720169067383,0.46608336819289253,20,3.9727642059326174,3.9727642059326174,4.0144500732421875,0.369140625,8.94866943359375,1.0,1.0,True,coherent,2.9727098464965818,5.033891677856444,2.9727098464965818,5.033891677856444
O3,donor,noise,additional69,True,14.77806554324385,0.6463120794876772,69,9.551242272059122,9.551242272059122,9.77838134765625,0.608642578125,13.9124755859375,1.0,1.0,True,coherent,8.988071961938472,10.062594924715981,8.988071961938472,10.062594924715981
O3,donor,noise,additional69,False,7.545689016148664,0.455854515124415,69,3.4397364077360733,3.514523050059443,3.22314453125,-1.349609375,9.18817138671875,0.9565217391304348,0.9855072463768116,True,coherent,2.9082287774569746,3.97082056791886,3.0148029880247256,4.025655685645946
O3,donor,noise,all89,True,14.575445528780476,0.6515762720382047,89,9.4970144609387,9.4970144609387,9.7239990234375,0.608642578125,13.9124755859375,1.0,1.0,True,coherent,9.028384443079487,9.933876090371205,9.028384443079487,9.933876090371205
O3,donor,noise,all89,False,7.765471297703432,0.4583775792814256,89,3.55951793542069,3.6174985907051003,3.64111328125,-1.349609375,9.18817138671875,0.9662921348314607,0.9887640449438202,True,coherent,3.083694432290752,4.036456283826507,3.1608498412571597,4.077007072963071
O3,donor,restore,core20,True,13.876406478881837,0.6639973914788768,20,9.213897705078125,9.213897705078125,9.510040283203125,5.96435546875,12.730072021484375,1.0,1.0,True,coherent,8.412962684631347,9.996498756408691,8.412962684631347,9.996498756408691
O3,donor,restore,core20,False,8.523720169067383,0.47618226491525556,20,4.058844375610351,4.098004531860352,3.1959228515625,-0.3916015625,10.06805419921875,0.95,1.0,True,coherent,2.9436307716369625,5.258225011825559,3.0208001613616946,5.273960351943966
O3,donor,restore,additional69,True,14.77806554324385,0.6560747249850818,69,9.695515287095223,9.695515287095223,9.752685546875,0.715087890625,15.38671875,1.0,1.0,True,coherent,9.122295573137809,10.22156994170037,9.122295573137809,10.22156994170037
O3,donor,restore,additional69,False,7.545689016148664,0.4505365754157534,69,3.399608888487885,3.452489217122396,3.3302001953125,-0.948974609375,8.607391357421875,0.927536231884058,0.9855072463768116,True,coherent,2.8833809838778732,3.9158486684163414,2.958092338451441,3.951020022406093
O3,donor,restore,all89,True,14.575445528780476,0.6577697126340388,89,9.58728661697902,9.58728661697902,9.752685546875,0.715087890625,15.38671875,1.0,1.0,True,coherent,9.112288372168381,10.039872457740014,9.112288372168381,10.039872457740014
O3,donor,restore,all89,False,7.765471297703432,0.45686237944528063,89,3.5477516945828214,3.597548838411824,3.289306640625,-0.948974609375,10.06805419921875,0.9325842696629213,0.9887640449438202,True,coherent,3.0624124205514285,4.032564056053589,3.1280149717009467,4.067431497038079
