head,groups,stage2_P,stage3_F,F_family_sd,F_positive_family_fraction,F_promotion,F_suppression,P_common40,F_common40,routing_importance,value_importance,AV_interaction_importance,position_comparisons,contextual_RI_status,reverse_P_recovery,reverse_F_recovery,ri_test_only,ri_historical_extra,ri_union
L26H23,strong-negative,-0.3674393155601587,-0.3693097628904193,0.4285368192177751,0.0449438202247191,-0.2913283444522472,-0.0779814144198814,-0.4374009013175964,-0.431125545501709,-0.0524191052726145,-0.303060483396723,-0.0137220607714706,1724,completed; eligibility varies by metric (see support table),,,True,False,True
L26H31,RI-selected_small-effect,0.0294528007507324,0.0273350222726886,0.0852860779233511,0.3707865168539326,0.0221509612008426,0.0051840650901365,0.0085243225097656,0.0048959732055664,0.0012191761745495,-0.0183234268359923,0.0446099056286758,1724,completed; eligibility varies by metric (see support table),,,True,False,True
L27H6,strong-positive_outside-RI,3.070929406733995,3.058940667784616,1.5513325761583336,0.9887640449438202,1.958964144245962,1.0999765275569444,3.221560478210449,3.2055906295776366,0.2691686930281393,2.5849878279010903,0.2047054526511203,1724,insufficient matched support: see contextual_ri.csv,3.0620600453923257,3.047792777586519,False,False,False
L27H23,RI-selected_small-effect,-0.0011554889464646,-0.0011011348681503,0.0068214828956247,0.4943820224719101,-0.0013996938641151,0.0002985643536857,-0.001567268371582,-0.0016028404235839,-0.0004258905903676,-0.0001916885375976,-0.0003771942653013,1724,completed; eligibility varies by metric (see support table),,,True,False,True
L28H1,random-controls,-0.0002968498830045,-0.0002890758300095,0.0033703514812059,0.4269662921348314,-0.0003984429863061,0.0001093711745872,-0.0004096984863281,7.171630859375e-05,0.0013452272736624,0.0009343061554297,-0.0026236009062006,1724,insufficient support: zero saved scored events,,,False,False,False
L28H15,random-controls,-0.0009634735878933,-0.0009258034523953,0.0154377441058384,0.3595505617977528,-0.0018962045733848,0.0009704051392801,-0.00204439163208,-0.0018897056579589,-0.0023545683099982,-0.0026306248782725,0.0039641776781403,1724,insufficient support: zero saved scored events,,,False,False,False
L29H5,random-controls,0.0010975880569286,0.0008977664990371,0.0043168056483693,0.5842696629213483,0.0007029329792837,0.0001948348591836,0.0012933731079101,0.0017353057861328,0.0008180570066644,0.0002572884720362,-0.0002123720190498,1724,insufficient support: zero saved scored events,,,False,False,False
L30H3,RI-selected_small-effect,0.0024081401610642,0.0021694376227561,0.0556273366947921,0.2134831460674157,0.0003332931004213,0.0018361518892009,-0.0051918983459472,-0.0054343461990356,-0.0277917304735505,-0.0312480176432748,0.0612238873256726,1724,completed; eligibility varies by metric (see support table),,,True,False,True
L30H13,strong-positive_outside-RI,0.6320201734478554,0.6321045682671365,0.4002173292025216,1.0,0.5733311685283532,0.0587734037570739,0.6981149673461914,0.6977079391479493,-0.0332542698035079,0.5999773325545065,0.0654067886009645,1724,insufficient matched support: see contextual_ri.csv,,,False,False,False
L30H18,strong-negative,-1.057036999906047,-1.0568862925754503,0.7131688512571518,0.0337078651685393,-1.027698302536868,-0.0291879860202917,-1.1451318740844727,-1.1446399688720703,-0.1770126578513156,-0.8165554732419131,-0.0633235245608211,1724,insufficient matched support: see contextual_ri.csv,-1.1945520090253166,-1.1940610757034815,False,False,False
L31H1,RI-selected_small-effect,-1.7192926299705932e-05,-1.7192926299705932e-05,0.0255252618747447,0.4719101123595505,-0.0011630969101123,0.0011459080021033,-0.0065522193908691,-0.0065522193908691,-0.0054535383588812,-0.0118267375431703,0.0172563965400953,1724,completed; eligibility varies by metric (see support table),,,True,False,True
