head,family,order,base_margin,query_change_margin,source_query_preference_shift,source_reorder_change,source_corruption_change,target_query_preference_shift,target_reorder_change,target_corruption_change
L2H1,150,1,4.2601600885391235,7.0457524061203,-5.101040005683899e-05,-0.0012458862038329244,5.985284224152565e-05,0.0001685386523604393,0.002294896636158228,-0.00041102897375822067
L2H1,154,0,7.268270015716553,-1.4837267398834229,6.014108657836914e-05,0.00026121758855879307,-7.39323440939188e-05,0.00033699581399559975,7.49337486922741e-05,0.009922838304191828
L2H1,154,1,3.4639748334884644,10.117300868034363,-1.6447855159640312e-05,-0.0026518304366618395,3.8413796573877335e-05,-3.70655907317996e-05,4.885566886514425e-05,0.004863590816967189
L2H1,162,0,6.707120180130005,9.346593618392944,-0.00010079366620630026,0.00021977920550853014,2.842035610228777e-05,-0.000612105242908001,-4.649162292480469e-06,-0.006337187252938747
L2H1,162,1,7.759797930717468,7.023754358291626,9.017065167427063e-06,-0.0003528654342517257,1.9563711248338223e-05,0.0001760832965373993,0.006173853296786547,-0.0017970798071473837
L2H1,176,0,9.172008872032166,0.9334995746612549,-0.002582741668447852,0.0013801639433950186,-2.5112880393862724e-05,0.001557215116918087,0.0013763767201453447,0.0035851167049258947
L2H1,176,1,5.6944358348846436,5.451282620429993,0.0011200598673895001,-0.001242938218638301,-1.4378689229488373e-05,-0.0020300408359616995,0.0006735697388648987,0.0005944825243204832
L2H1,178,0,9.348368525505066,2.068503737449646,2.1276762709021568e-05,0.0003767935559153557,-7.034000009298325e-05,-0.00021152221597731113,7.94737134128809e-05,4.058564081788063e-05
L2H1,178,1,4.94228720664978,7.269891381263733,-1.6738194972276688e-05,-0.0033636651933193207,-0.00010709278285503387,0.00011151644866913557,0.0022179572843015194,0.00123168108984828
L2H1,186,0,7.7053669691085815,7.226882576942444,-0.0003006565384566784,0.0014756910968571901,7.070344872772694e-05,0.00018496345728635788,-0.00036993413232266903,0.0013348259963095188
L2H1,186,1,3.9118971824645996,7.691999316215515,-0.00027563481125980616,-0.00308199948631227,5.5748969316482544e-05,-0.00098644127137959,-0.0007147940341383219,8.06951429694891e-05
L2H1,192,0,9.294426560401917,6.950620532035828,-0.0005068089812994003,0.0006973941344767809,-6.116926670074463e-05,-0.001403710339218378,-0.0018079287838190794,-0.0013657209929078817
L2H1,192,1,2.4967048168182373,7.872818946838379,-0.0004667220637202263,-0.003224598476663232,-6.850576028227806e-05,0.0008856819476932287,0.0005380799993872643,-0.0024126721546053886
L2H1,196,0,7.210710167884827,5.215872526168823,-0.0001003581564873457,0.0017263477202504873,-8.062459528446198e-06,-1.4365650713443756e-06,-0.00027031637728214264,-0.003234222996979952
L2H1,196,1,5.493874192237854,7.508875608444214,2.1452317014336586e-05,-0.00019714352674782276,2.0908890292048454e-05,5.364930257201195e-05,-0.0026801316998898983,-0.0001850193366408348
L2H21,0,0,5.38088321685791,1.701812982559204,0.0028782340232282877,0.0004967865534126759,0.00019017653539776802,0.004889313131570816,0.0019627828150987625,0.028867555782198906
L2H21,0,1,2.9023590087890625,7.276455879211426,4.555005580186844e-05,0.0005488055758178234,8.310377597808838e-05,-0.0008310563862323761,-0.00216028094291687,0.045260239392519
L2H21,16,0,7.11986517906189,2.0677086114883423,0.0010224143043160439,0.0033622514456510544,-0.0002650599926710129,0.003900282084941864,0.0037236232310533524,-0.009612485766410828
L2H21,16,1,6.09132444858551,4.657310485839844,-0.00116289546713233,0.0028332676738500595,5.858764052391052e-05,-0.00558820366859436,-0.005367649719119072,-0.006723390892148018
L2H21,32,0,10.526287913322449,2.1401418447494507,9.333249181509018e-05,0.002056808676570654,0.0004137190990149975,7.970444858074188e-05,0.0003451351076364517,0.006192408502101898
L2H21,32,1,4.772899031639099,5.4145084619522095,-7.468042895197868e-05,-0.0014099953696131706,0.000288576353341341,-0.00023206882178783417,-0.0027211634442210197,0.015322936698794365
L2H21,48,0,6.600269794464111,6.54676365852356,-3.0081719160079956e-05,0.005710660479962826,1.9145198166370392e-05,-8.819997310638428e-05,0.00047989748418331146,0.0035324981436133385
