id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,cohort,source,site
G2:L20H7:change,noise,89,0.058065153239818104,0.12291342087006302,0.0363616943359375,-0.337432861328125,0.6135940551757812,0.6292134831460674,0.449438202247191,True,heterogeneous,0.025142743614282502,0.09245304759968528,0.14584807867414495,11.170458413241954,0.005198099405749106,0.01100343569824816,G2,,change,647,,,
G2:L20H7:change,restore,89,0.020147899563392895,0.0983111590481876,0.0114898681640625,-0.364471435546875,0.41064453125,0.5617977528089888,0.4044943820224719,False,below_rule,-0.006800318634911869,0.04815917678093638,0.16798258899302965,11.170458413241954,0.0018036770576495488,0.008800995931522847,G2,,change,647,,,
G2:L20H7:conditional,noise,89,0.031951144839940444,0.3175638940896881,-0.065185546875,-1.1265640258789062,1.42828369140625,0.38202247191011235,0.7415730337078652,True,heterogeneous,-0.060342607303951565,0.12738213006700014,0.24605382694287248,11.170458413241954,0.0028603253025018334,0.02842890437810805,G2,,conditional,647,,,
G2:L20H7:conditional,restore,89,0.09921596559245935,0.3141122266147914,-0.01094818115234375,-0.5720577239990234,1.69775390625,0.449438202247191,0.7191011235955056,True,heterogeneous,0.010153129060616656,0.19570843523807738,0.24802235271153825,11.170458413241954,0.008881995878955546,0.028119904751843387,G2,,conditional,647,,,
G2:L22H5:change,noise,89,0.10542105155044727,0.1335768364788441,0.0771636962890625,-0.158203125,0.58251953125,0.7528089887640449,0.48314606741573035,True,coherent,0.07546738325879815,0.13677969451030986,0.21570819951175305,11.170458413241954,0.009437486596385025,0.011958044293016322,G2,,change,709,,,
G2:L22H5:change,restore,89,0.10685044192196277,0.13666332973523088,0.06518173217773438,-0.2369537353515625,0.472564697265625,0.7303370786516854,0.4943820224719101,True,coherent,0.07470729699295559,0.1389104149314794,0.2400859875625439,11.170458413241954,0.009565448253699019,0.012234352851018551,G2,,change,709,,,
G2:L22H5:conditional,noise,89,1.0878861151384505,1.0878861151384505,1.05401611328125,0.023193359375,2.4217529296875,1.0,0.9775280898876404,True,coherent,0.998988714814186,1.1803945268138072,0.7615491272358412,11.170458413241954,0.09738956763393186,0.09738956763393186,G2,,conditional,709,,,
G2:L22H5:conditional,restore,89,1.1145947167042936,1.1145947167042936,1.0592498779296875,0.0224609375,2.270751953125,1.0,0.9775280898876404,True,coherent,1.0239584054839745,1.2065303933754394,0.8297099638521002,11.170458413241954,0.09978057081193765,0.09978057081193765,G2,,conditional,709,,,
G2:L23H15:change,noise,89,0.014025009080265344,0.10621987701801772,0.0240478515625,-0.33441925048828125,0.4775390625,0.5730337078651685,0.3707865168539326,True,heterogeneous,-0.016105080119679482,0.045501296138495524,0.17445057697510452,11.170458413241954,0.0012555446304369638,0.009508998922738926,G2,,change,751,,,
G2:L23H15:change,restore,89,0.023416961177011555,0.1108684888046779,0.04486083984375,-0.4541778564453125,0.4301300048828125,0.6292134831460674,0.38202247191011235,True,heterogeneous,-0.006627118922351451,0.053215572941169284,0.17725097463372047,11.170458413241954,0.0020963294710673696,0.009925151207156323,G2,,change,751,,,
